case,daughter_A_previous_role,daughter_B_previous_role,resolved_LAD_source,resolved_LCX_source,assignment_changed,assignment_score_1,assignment_score_2,margin,evidence_votes,confidence,resolution_status,reason
57.label,LAD,LCX,,,False,-0.16725529100171133,0.16725529100171133,0.33451058200342265,4/8,0.4172552910017113,unresolved_manual_review,only 4/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
58.label,LAD,LCX,,,False,0.15201443843177542,-0.15201443843177542,0.30402887686355085,6/8,0.5270144384317754,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
62.label,LAD,LCX,,,False,0.06418113793232533,-0.06418113793232533,0.12836227586465065,3/8,0.2516811379323253,unresolved_manual_review,only 3/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 1/4 LCX-role measurements support the proposed LCX; score margin 0.128 is below 0.160; winner score 0.064 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
63.label,LAD,LCX,,,False,0.10897707032969559,-0.10897707032969559,0.21795414065939117,6/8,0.4839770703296956,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
64.label,LAD,LCX,,,False,0.04888178844397406,-0.04888178844397406,0.09776357688794812,3/8,0.23638178844397406,unresolved_manual_review,only 3/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 1/4 LCX-role measurements support the proposed LCX; score margin 0.098 is below 0.160; winner score 0.049 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
66.label,LAD,LCX,,,False,0.011079709296156176,-0.011079709296156176,0.022159418592312352,5/8,0.3235797092961562,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; score margin 0.022 is below 0.160; winner score 0.011 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
67.label,LAD,LCX,,,False,0.031041912571518858,-0.031041912571518858,0.062083825143037716,7/8,0.46854191257151884,unresolved_manual_review,score margin 0.062 is below 0.160; winner score 0.031 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
68.label,LAD,LCX,,,False,0.1898624244267419,-0.1898624244267419,0.3797248488534838,4/8,0.4398624244267419,unresolved_manual_review,only 4/8 independent votes support the winner; only 0/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
69.label,LAD,LCX,,,False,0.02198850236580243,-0.02198850236580243,0.04397700473160486,5/8,0.3344885023658024,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; score margin 0.044 is below 0.160; winner score 0.022 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
70.label,LAD,LCX,,,False,-0.225633344303735,0.225633344303735,0.45126668860747,5/8,0.538133344303735,unresolved_manual_review,only 1/4 LAD-role measurements support the proposed LAD
72.label,LAD,LCX,,,False,0.009577080402073446,-0.009577080402073446,0.01915416080414689,2/8,0.13457708040207345,unresolved_manual_review,only 2/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 0/4 LCX-role measurements support the proposed LCX; score margin 0.019 is below 0.160; winner score 0.010 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
73.label,LCX,LAD,,,False,-0.08062068894450744,0.08062068894450744,0.16124137788901488,4/8,0.33062068894450747,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
76.label,LAD,LCX,,,False,0.08891610913580021,-0.08891610913580021,0.17783221827160042,5/8,0.4014161091358002,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
77.label,LAD,LCX,,,False,0.04113076774719991,-0.04113076774719991,0.08226153549439982,7/8,0.4786307677471999,unresolved_manual_review,score margin 0.082 is below 0.160; winner score 0.041 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
79.label,LAD,LCX,,,False,0.0898827721402753,-0.0898827721402753,0.1797655442805506,5/8,0.4023827721402753,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
81.label,LCX,LAD,branch_b,branch_a,False,-0.24195338982191333,0.24195338982191333,0.48390677964382667,7/8,0.6794533898219133,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
82.label,LAD,LCX,,,False,0.1459228130373157,-0.1459228130373157,0.2918456260746314,5/8,0.4584228130373157,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
83.label,LAD,LCX,,,False,-0.025595424785559706,0.025595424785559706,0.05119084957111941,2/8,0.1505954247855597,unresolved_manual_review,only 2/8 independent votes support the winner; only 0/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.051 is below 0.160; winner score 0.026 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
84.label,LAD,LCX,,,False,0.017693412889670017,-0.017693412889670017,0.035386825779340034,5/8,0.33019341288967,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.035 is below 0.160; winner score 0.018 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
86.label,LAD,LCX,,,False,-0.01754473542282803,0.01754473542282803,0.03508947084565606,3/8,0.20504473542282803,unresolved_manual_review,only 3/8 independent votes support the winner; only 1/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.035 is below 0.160; winner score 0.018 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
87.label,LAD,LCX,,,False,-0.03505191809851588,0.03505191809851588,0.07010383619703175,2/8,0.16005191809851588,unresolved_manual_review,only 2/8 independent votes support the winner; only 0/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.070 is below 0.160; winner score 0.035 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
88.label,LAD,LCX,,,False,0.053585337242109225,-0.053585337242109225,0.10717067448421845,3/8,0.24108533724210923,unresolved_manual_review,only 3/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 1/4 LCX-role measurements support the proposed LCX; score margin 0.107 is below 0.160; winner score 0.054 is below 0.080
89.label,LAD,LCX,branch_a,branch_b,False,0.25388180901809904,-0.25388180901809904,0.5077636180361981,8/8,0.753881809018099,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
90.label,LCX,LAD,,,False,-0.38999049911493744,0.38999049911493744,0.7799809982298749,7/8,0.8274904991149374,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
93.label,LAD,LCX,,,False,-0.06726384982041099,0.06726384982041099,0.13452769964082198,6/8,0.442263849820411,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.135 is below 0.160; winner score 0.067 is below 0.080
94.label,LAD,LCX,,,False,-0.20881879308521162,0.20881879308521162,0.41763758617042324,5/8,0.5213187930852117,unresolved_manual_review,only 1/4 LAD-role measurements support the proposed LAD
96.label,LCX,LAD,,,False,-0.10497898017633828,0.10497898017633828,0.20995796035267655,4/8,0.3549789801763383,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
98.label,LAD,LCX,,,False,-0.030057067874535652,0.030057067874535652,0.060114135749071304,4/8,0.28005706787453566,unresolved_manual_review,only 4/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.060 is below 0.160; winner score 0.030 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
99.label,LAD,LCX,,,False,-0.007312317159006973,0.007312317159006973,0.014624634318013946,3/8,0.194812317159007,unresolved_manual_review,only 3/8 independent votes support the winner; only 1/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.015 is below 0.160; winner score 0.007 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
102.label,LAD,LCX,branch_a,branch_b,False,0.12671825512521054,-0.12671825512521054,0.2534365102504211,6/8,0.5017182551252105,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
104.label,LCX,LAD,,,False,-0.609842384609756,0.609842384609756,1.219684769219512,6/8,0.875,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
108.label,LAD,LCX,,,False,0.49713174116799597,-0.49713174116799597,0.9942634823359919,7/8,0.934631741167996,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
109.label,LCX,LAD,,,False,-0.4414339759474395,0.4414339759474395,0.882867951894879,5/8,0.7539339759474395,unresolved_manual_review,only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
110.label,LCX,LAD,,,False,-0.41360924786872577,0.41360924786872577,0.8272184957374515,5/8,0.7261092478687258,unresolved_manual_review,only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
111.label,LAD,LCX,,,False,0.08747169696898248,-0.08747169696898248,0.17494339393796496,4/8,0.3374716969689825,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LCX-role measurements support the proposed LCX
113.label,LAD,LCX,branch_a,branch_b,False,0.1164731090120806,-0.1164731090120806,0.2329462180241612,6/8,0.49147310901208063,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
114.label,LCX,LAD,,,False,-0.35754364807532746,0.35754364807532746,0.7150872961506549,6/8,0.7325436480753275,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
115.label,LAD,LCX,,,False,0.023646640812588236,-0.023646640812588236,0.04729328162517647,5/8,0.3361466408125882,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.047 is below 0.160; winner score 0.024 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
116.label,LCX,LAD,,,False,-0.46373352745197205,0.46373352745197205,0.9274670549039441,7/8,0.901233527451972,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
118.label,LAD,LCX,,,False,-0.08920192260054313,0.08920192260054313,0.17840384520108626,5/8,0.40170192260054316,unresolved_manual_review,only 1/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
119.label,LAD,LCX,,,False,0.10758955016867444,-0.10758955016867444,0.21517910033734888,7/8,0.5450895501686744,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
121.label,LAD,LCX,branch_a,branch_b,False,0.14875722597287414,-0.14875722597287414,0.29751445194574827,6/8,0.5237572259728741,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
123.label,LAD,LCX,,,False,0.0970112142095578,-0.0970112142095578,0.1940224284191156,4/8,0.34701121420955783,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
124.label,LAD,LCX,,,False,0.010004968361373004,-0.010004968361373004,0.020009936722746008,4/8,0.260004968361373,unresolved_manual_review,only 4/8 independent votes support the winner; only 2/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.020 is below 0.160; winner score 0.010 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
125.label,LAD,LCX,,,False,0.13956950968941437,-0.13956950968941437,0.27913901937882873,6/8,0.5145695096894144,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
126.label,LAD,LCX,,,False,0.3132088684371238,-0.3132088684371238,0.6264177368742476,6/8,0.6882088684371238,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
129.label,LAD,LCX,,,False,0.14420217989773554,-0.14420217989773554,0.2884043597954711,5/8,0.45670217989773554,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
131.label,LAD,LCX,,,False,-0.14214134307715526,0.14214134307715526,0.2842826861543105,6/8,0.5171413430771552,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
132.label,LAD,LCX,,,False,0.05218510869537296,-0.05218510869537296,0.10437021739074592,5/8,0.36468510869537296,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; score margin 0.104 is below 0.160; winner score 0.052 is below 0.080
133.label,LAD,LCX,branch_a,branch_b,False,0.2668395903568459,-0.2668395903568459,0.5336791807136918,8/8,0.7668395903568459,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
134.label,LAD,LCX,,,False,0.11505146345620862,-0.11505146345620862,0.23010292691241724,7/8,0.5525514634562086,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
135.label,LAD,LCX,,,False,-0.01186778554246011,0.01186778554246011,0.02373557108492022,5/8,0.3243677855424601,unresolved_manual_review,only 1/4 LAD-role measurements support the proposed LAD; score margin 0.024 is below 0.160; winner score 0.012 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
136.label,LAD,LCX,,,False,-0.107995649093199,0.107995649093199,0.215991298186398,6/8,0.48299564909319903,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; proposed LCX lacks minimum independent coronary-plane coherence
137.label,LAD,LCX,,,False,0.10348442753060101,-0.10348442753060101,0.20696885506120202,5/8,0.415984427530601,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
138.label,LAD,LCX,,,False,-0.032723802538510385,0.032723802538510385,0.06544760507702077,6/8,0.40772380253851037,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.065 is below 0.160; winner score 0.033 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
139.label,LAD,LCX,,,False,-0.05494377127730089,0.05494377127730089,0.10988754255460179,3/8,0.24244377127730088,unresolved_manual_review,only 3/8 independent votes support the winner; only 1/4 LAD-role measurements support the proposed LAD; only 2/4 LCX-role measurements support the proposed LCX; score margin 0.110 is below 0.160; winner score 0.055 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
140.label,LAD,LCX,,,False,0.0881072449543966,-0.0881072449543966,0.1762144899087932,6/8,0.4631072449543966,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
141.label,LAD,LCX,,,False,0.08291296306752971,-0.08291296306752971,0.16582592613505942,5/8,0.3954129630675297,unresolved_manual_review,only 2/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
143.label,LAD,LCX,,,False,-0.0781749796368921,0.0781749796368921,0.1563499592737842,4/8,0.32817497963689213,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LAD-role measurements support the proposed LAD; score margin 0.156 is below 0.160; winner score 0.078 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
145.label,LAD,LCX,,,False,0.11600357588075612,-0.11600357588075612,0.23200715176151224,4/8,0.3660035758807561,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
146.label,LAD,LCX,,,False,0.19473378627550914,-0.19473378627550914,0.38946757255101827,5/8,0.5072337862755092,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD
147.label,LCX,LAD,,,False,-0.5552810625655267,0.5552810625655267,1.1105621251310533,8/8,1.0,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
148.label,LAD,LCX,branch_a,branch_b,False,0.14288308653960147,-0.14288308653960147,0.28576617307920293,6/8,0.5178830865396015,resolved_existing_assignment,clear pairwise majority and coherent proposed LCX
150.label,LAD,LCX,,,False,0.042629389035610504,-0.042629389035610504,0.08525877807122101,5/8,0.35512938903561053,unresolved_manual_review,only 1/4 LCX-role measurements support the proposed LCX; score margin 0.085 is below 0.160; winner score 0.043 is below 0.080
151.label,LAD,LCX,,,False,0.15637388706427888,-0.15637388706427888,0.31274777412855775,7/8,0.5938738870642789,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
152.label,LAD,LCX,,,False,0.2896913285443934,-0.2896913285443934,0.5793826570887868,4/8,0.5396913285443934,unresolved_manual_review,only 4/8 independent votes support the winner; only 0/4 LCX-role measurements support the proposed LCX; proposed LCX lacks minimum independent coronary-plane coherence
154.label,LAD,LCX,,,False,-0.002332724273775455,0.002332724273775455,0.00466544854755091,5/8,0.31483272427377545,unresolved_manual_review,only 1/4 LAD-role measurements support the proposed LAD; score margin 0.005 is below 0.160; winner score 0.002 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
155.label,LAD,LCX,,,False,0.005804420376029434,-0.005804420376029434,0.011608840752058869,7/8,0.44330442037602946,unresolved_manual_review,score margin 0.012 is below 0.160; winner score 0.006 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
156.label,LAD,LCX,,,False,-0.05448617472081431,0.05448617472081431,0.10897234944162862,4/8,0.3044861747208143,unresolved_manual_review,only 4/8 independent votes support the winner; only 1/4 LAD-role measurements support the proposed LAD; score margin 0.109 is below 0.160; winner score 0.054 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
158.label,LAD,LCX,,,False,-0.050453934021904345,0.050453934021904345,0.10090786804380869,5/8,0.36295393402190435,unresolved_manual_review,only 1/4 LAD-role measurements support the proposed LAD; score margin 0.101 is below 0.160; winner score 0.050 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
159.label,LAD,LCX,,,False,0.3026858363894841,-0.3026858363894841,0.6053716727789682,6/8,0.6776858363894841,unresolved_manual_review,proposed LCX lacks minimum independent coronary-plane coherence
161.label,LAD,LCX,,,False,0.07823262855661346,-0.07823262855661346,0.15646525711322692,5/8,0.39073262855661345,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.156 is below 0.160; winner score 0.078 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
163.label,LAD,LCX,,,False,0.01563617653592496,-0.01563617653592496,0.03127235307184992,5/8,0.328136176535925,unresolved_manual_review,only 2/4 LAD-role measurements support the proposed LAD; score margin 0.031 is below 0.160; winner score 0.016 is below 0.080; proposed LCX lacks minimum independent coronary-plane coherence
