case_id,statistics_eligible,frame_pass,ellipsoid_valid,assignment_resolution_status,assignment_resolved,anatomical_role_gate_pass,anatomical_role_gate_failures,scaffold_anatomical_role_gate_pass,scaffold_anatomical_role_gate_failures,has_rca,source_archive_hash_match,source_array_hashes_match,max_source_coordinate_change_mm,max_source_segment_length_change_mm,LMCA_to_LAD_source_continuity_mm,LMCA_to_LCX_source_continuity_mm,exclusion_flags,LAD_length_mm,LCX_length_mm,LAD_minus_LCX_length_mm,LAD_inferior_displacement_mm,LCX_inferior_displacement_mm,LAD_minus_LCX_inferior_displacement_mm,LCX_to_LAD_inferior_displacement_ratio,LAD_inferior_displacement_to_length_ratio,LCX_inferior_span_to_length_ratio,LAD_descending_segment_fraction,LAD_horizontal_path_fraction,LCX_horizontal_path_fraction,LAD_terminal_lateral_fraction,LCX_terminal_lateral_fraction,LAD_terminal_lateral_displacement_mm,LCX_terminal_lateral_displacement_mm,LCX_to_LAD_lateral_displacement_ratio,LAD_initial_inferior_direction_fraction,LCX_initial_horizontal_direction_fraction
11.label,False,True,True,absent_from_assignment_map,False,False,lcx_is_more_lateral_than_lad,False,lcx_has_horizontal_crown_course;lcx_is_more_lateral_than_lad,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_is_more_lateral_than_lad,51.89936859813113,102.09662820192773,-50.197259603796596,30.194383804618937,-6.725356756719227,36.919740561338166,-0.2227353537080769,0.5817871126414093,0.2592205632026506,0.9620253164556962,0.6738228665071101,0.6585788947179355,0.5315073603505821,0.48488028091130325,27.584896407454572,49.5046417626476,1.7946285181360846,0.7659751699825013,0.12718565938281823
12.label,False,True,False,unresolved_manual_review,False,False,lad_has_longitudinal_course;lad_descent_is_sustained;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_has_longitudinal_course;lad_descent_is_sustained;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_longitudinal_course;scaffold_anatomy:lad_descent_is_sustained;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:underconstrained_crown_axis_ratio_gt_4;ellipsoid:underconstrained_crown_major_axis_gt_250mm,146.0145957803574,46.09263667915587,99.92195910120154,29.715977285610172,-16.485147298223616,46.20112458383379,-0.5547570298556688,0.2035137455046649,0.38540724834831497,0.6582278481012658,0.7856275113667713,0.7305877766506453,0.5606112261468593,0.49602670229873574,81.8574215757642,22.86317857221544,0.27930489541567255,0.8827529928673119,0.8147034538227083
13.label,False,True,True,unresolved_manual_review,False,False,lcx_has_substantial_absolute_lateral_reach,False,lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,142.0956745301379,45.933257408033285,96.16241712210461,57.11939719990576,-0.5177044992437294,57.63710169914949,-0.009063549768073945,0.4019784373365354,0.12640943362377874,0.7721518987341772,0.7324223262347028,0.8816358281414403,0.41140540913599283,0.7211119753052306,58.45892911652626,33.1230219817105,0.5666032970889073,-0.08633380972417475,0.8662016908649901
14.label,False,True,True,absent_from_assignment_map,False,False,lad_has_minimum_inferior_reach;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_is_more_lateral_than_lad,False,lad_has_minimum_inferior_reach;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_is_more_lateral_than_lad,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_has_longitudinal_course;scaffold_anatomy:lad_descent_is_sustained;scaffold_anatomy:lcx_is_more_lateral_than_lad,86.09616992932642,156.44734447315994,-70.35117454383352,13.668850538212041,-60.36414190430388,74.03299244251592,-4.4161827459852985,0.15876258548356287,0.3943235977295496,0.6582278481012658,0.919477910019031,0.7740625729123667,0.6430350120798448,0.33219502777749754,55.36285167053279,51.9710299429771,0.9387346997994142,0.9871302746210023,0.9948112242219441
15.label,False,True,False,absent_from_assignment_map,False,False,lad_has_minimum_inferior_reach;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_is_more_lateral_than_lad,False,lad_has_minimum_inferior_reach;lad_has_longitudinal_course;lcx_is_more_lateral_than_lad,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_has_longitudinal_course;scaffold_anatomy:lcx_is_more_lateral_than_lad;ellipsoid:c_axis_above_3x_observed_lad_z_extent,85.1313951816995,165.086206113193,-79.95481093149348,11.788347533413795,-1.0421150195892466,12.830462553003041,-0.0884021290206618,0.13847238739895465,0.26562625024904346,0.6835443037974683,0.9289724322239814,0.7575224909085694,0.6788195556879846,0.5557224444551012,57.78885585233949,91.74211000704229,1.587539823274218,-0.29375791551225255,0.7821861755752334
16.label,False,True,True,absent_from_assignment_map,False,False,lcx_has_horizontal_crown_course;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lcx_has_horizontal_crown_course;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,164.13663994966078,170.51457973971435,-6.377939790053574,66.66266132995305,43.03689519527343,23.625766134679623,0.6455922151421214,0.4061412573718939,0.37034330604099797,0.8227848101265823,0.7361422702011886,0.6404646441462915,0.4006185345205226,0.23065175566459414,65.75618015775576,39.32948718337555,0.5981108861405895,0.9506743741059785,0.97025272476436
17.label,False,True,False,absent_from_assignment_map,False,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:c_axis_above_3x_observed_lad_z_extent,38.72053867454539,35.76883233045269,2.951706344092699,18.885460025654247,22.498801150619734,-3.613341124965487,1.191329261773718,0.48773753341581005,0.6320086423890481,0.8860759493670886,0.7760590092356447,0.5754997081282153,0.6818746435844749,0.4318222742568306,26.402553508104514,15.44577852444733,0.585010783888994,0.1445694552244606,0.7149159842322456
18.label,False,True,True,unresolved_manual_review,False,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lad_has_longitudinal_course;scaffold_anatomy:lad_descent_is_sustained;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,107.50148846563494,101.67985289073061,5.82163557490432,16.44637512021105,73.06292089968824,-56.616545779477185,4.442493884862249,0.1529874177088113,0.7185584835395531,0.569620253164557,0.7867673149210307,0.5361639812212544,0.6384887443070901,0.25662396997382575,68.63849038156638,26.093487515173873,0.3801582373114308,-0.36503616240964687,0.33654369335394413
19.label,False,True,True,absent_from_assignment_map,False,False,lcx_has_substantial_absolute_lateral_reach,False,lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:absent_from_assignment_map;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,140.0590921189808,71.54255865002796,68.51653346895284,47.06680147314647,5.432971653714483,41.63382981943199,0.11543107846013745,0.3360495970740908,0.18226681145827273,0.810126582278481,0.8150264576728317,0.9031778673558956,0.4759417915327132,0.5529100623074537,66.65997522355303,39.556600560821614,0.5934085698076443,0.7198973232869033,0.9722290064165082
20.label,False,True,True,resolved_existing_assignment,True,False,lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited,False,lcx_is_not_apex_descending_branch;lcx_inferior_span_is_limited,True,True,True,0.0,0.0,0.0,0.0,anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_inferior_span_is_limited,182.97493763118484,143.6938239806401,39.28111365054474,88.10313459276836,73.29148816711074,14.811646425657614,0.8318828666639362,0.48150383726515744,0.5301531107961541,0.8481012658227848,0.6076702363342062,0.6952124455687257,0.1647848731047475,0.3231580137837132,30.151501878903883,46.435810750570155,1.5400828435368894,0.5238685122527845,0.9410373149744974
21.label,False,True,True,unresolved_manual_review,False,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,False,lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,123.14034237932113,69.52954394268224,53.61079843663889,80.76298342854406,46.3295425173754,34.43344091116866,0.5736482302980545,0.6558612869514526,0.666410771906625,0.9746835443037974,0.5858780269806791,0.5933758136055267,0.11566786886525357,0.2963159012238569,14.243380974353743,20.60270947505965,1.4464760517293154,0.8588840464200392,0.7964892324201807
22.label,False,True,True,unresolved_manual_review,False,False,lcx_is_more_lateral_than_lad,False,lcx_is_more_lateral_than_lad,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_is_more_lateral_than_lad,129.56206992350283,123.53967162576512,6.022398297737709,41.54069746518057,3.358189751492425,38.182507713688146,0.08084095733605005,0.3206239101436662,0.18796008934226013,0.7848101265822784,0.8450964392638048,0.8321730139381154,0.6221413465517915,0.6087053120352187,80.60592064424543,75.19925436568981,0.932924700377557,0.6300388046673422,0.9720183018346696
23.label,False,True,True,unresolved_manual_review,False,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,False,lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lcx_has_horizontal_crown_course;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lcx_has_horizontal_crown_course;anatomy:lcx_inferior_span_is_limited;anatomy:lcx_is_more_lateral_than_lad;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lcx_has_horizontal_crown_course;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach,162.4122339697883,70.44340284110667,91.96883112868163,52.14933365499374,46.95184850514097,5.197485149852767,0.9003345817563468,0.32109239790824184,0.6665187457091809,0.7341772151898734,0.6088643532952435,0.5719912383881022,0.3560172082213082,0.2802216286823148,57.82155011890995,19.739765074059314,0.3413911428085984,0.9773998654805272,0.8756307322334981
24.label,False,True,False,unresolved_manual_review,False,True,,True,,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;ellipsoid:c_axis_above_3x_observed_lad_z_extent,109.54794559279424,71.67911192060521,37.86883367218903,48.97124215122454,21.40120279156842,27.570039359656118,0.4370157229314486,0.4470302193822769,0.33098244312352715,0.9367088607594937,0.7891260188747521,0.8697784081992175,0.6607959445024769,0.7459525171334457,72.38883817629642,53.46921396306543,0.7386389298422781,0.6462530824888912,0.912581215077697
25.label,False,True,False,unresolved_manual_review,False,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_is_more_lateral_than_lad,False,lad_has_minimum_inferior_reach;lad_is_dominant_descending_branch;lcx_is_not_apex_descending_branch;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_inferior_span_is_limited;lcx_is_more_lateral_than_lad,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_is_dominant_descending_branch;anatomy:lcx_is_not_apex_descending_branch;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;anatomy:lcx_is_more_lateral_than_lad;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_is_dominant_descending_branch;scaffold_anatomy:lcx_is_not_apex_descending_branch;scaffold_anatomy:lad_has_longitudinal_course;scaffold_anatomy:lad_descent_is_sustained;scaffold_anatomy:lcx_inferior_span_is_limited;scaffold_anatomy:lcx_is_more_lateral_than_lad;ellipsoid:c_axis_above_3x_observed_lad_z_extent,93.41003237242037,102.98515582319425,-9.575123450773873,7.026313250748043,50.63631756830719,-43.610004317559145,7.20666952372445,0.07522011364619316,0.49168559452626387,0.620253164556962,0.944965884813976,0.75872127225859,0.7732986279159295,0.5899034504073829,72.23384986717524,60.751298760844264,0.8410364236788531,-0.24466368415660789,0.29376277727853534
26.label,False,True,False,unresolved_manual_review,False,False,lad_has_minimum_inferior_reach;lad_has_longitudinal_course;lad_descent_is_sustained,False,lad_has_minimum_inferior_reach;lad_has_longitudinal_course;lad_descent_is_sustained;lcx_is_more_lateral_than_lad,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_minimum_inferior_reach;anatomy:lad_has_longitudinal_course;anatomy:lad_descent_is_sustained;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lad_has_longitudinal_course;scaffold_anatomy:lad_descent_is_sustained;scaffold_anatomy:lcx_is_more_lateral_than_lad;ellipsoid:underconstrained_crown_axis_ratio_gt_4;ellipsoid:underconstrained_crown_major_axis_gt_250mm,172.99043422300934,143.72374607262216,29.266688150387182,17.075159170227842,-5.907966276773317,22.983125447001157,-0.34599772792012484,0.09870579981443094,0.25638881557367565,0.5189873417721519,0.7964888365053552,0.766834537059865,0.5081139627256075,0.5542059250215222,87.89885504667683,79.65255163973593,0.9061841772277708,-0.8675592261587683,0.9370474009117558
27.label,False,True,False,unresolved_manual_review,False,False,lad_has_minimum_inferior_reach;lcx_has_substantial_absolute_lateral_reach,False,lad_has_minimum_inferior_reach;lcx_has_substantial_absolute_lateral_reach,True,True,True,0.0,0.0,0.0,0.0,assignment:unresolved_manual_review;anatomy:lad_has_minimum_inferior_reach;anatomy:lcx_has_substantial_absolute_lateral_reach;scaffold_anatomy:lad_has_minimum_inferior_reach;scaffold_anatomy:lcx_has_substantial_absolute_lateral_reach;ellipsoid:underconstrained_crown_axis_ratio_gt_4;ellipsoid:underconstrained_crown_major_axis_gt_250mm,73.35851535638542,37.625509074761595,35.73300628162383,23.497657315859847,-5.626137532851868,29.123794848711714,-0.23943397663964067,0.3203126072236482,0.15699248876084623,0.8860759493670886,0.8777133223036709,0.8984554189966537,0.6053155308038489,0.6362572495366144,44.405048661932746,23.939502916322738,0.53911669140553,0.6822997705557159,0.9968759546917989
